"REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETE","METER","RUG"
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"11",0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"12",0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"13",0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"14",0.2
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"15",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"1",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"2",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"3",0.6
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"4",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"5",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"6",0.2
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"7",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"8",0.6
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"9",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"10",0.5
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"11",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"12",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"13",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"14",0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"15",0
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"1",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"2",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"3",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"4",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"5",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"6",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"7",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"8",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"9",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"10",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"11",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"12",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"13",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"14",0.05
"SEFCRI",3137,1,2022,6,13,"CPSH","NEAR0",26.23938,-80.08021,1383686,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,7.01039977566721,7.01039977566721,15,"15",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"1",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"2",0.1
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"3",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"4",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"5",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"6",0.1
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"7",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"8",0.2
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"9",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"10",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"11",0.4
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"12",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"13",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"14",0.05
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"15",0.05
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"1",0.9
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"2",0.5
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"3",0.4
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"4",0.2
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"5",0.6
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"6",0.5
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"7",0.6
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"8",0.4
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"9",0.5
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"10",0.3
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"11",0.6
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"12",0.3
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"13",0.6
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"14",0.5
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"15",0.8
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"1",0.9
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"2",0.9
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"3",0.3
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"4",0.8
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"5",0.8
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"6",0.4
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"7",0.7
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"8",0.3
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"9",0.5
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"10",0.6
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"11",0.5
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"12",0.3
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"13",0.2
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"14",0.5
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"15",0.2
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"1",0.13
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"2",0.1
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"3",0.15
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"4",0.71
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"5",0.4
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"6",0.42
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"7",0.18
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"8",0.38
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"9",0.73
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"10",0.62
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"11",0.57
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"12",0.38
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"13",0.41
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"14",0.16
"SEFCRI",3290,1,2022,6,14,"PTCH","PTSH2",25.8772,-80.1018,1910416,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.44879969763841,10.3631996683776,15,"15",0.28
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"1",0.3
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"2",0.1
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"3",0.1
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"4",0.4
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"5",0.5
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"6",0.1
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"7",0.1
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"8",0.1
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"9",0.1
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"10",0.2
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"11",0.05
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"12",0.6
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"13",0.7
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"14",0.05
"SEFCRI",3201,1,2022,6,17,"SPGR","OFFR1",26.01376,-80.09046,1711669,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,17.6783994342912,17.6783994342912,15,"15",0.05
