"REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","MEAN_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETED","COVER_CAT_CD","COVER_CAT_NAME","HARDBOTTOM_P","SOFTBOTTOM_P","RUBBLE_P"
"SEFCRI",3225,1,2022,6,8,"SPGR","OFFR1",1,NA,0.385333333333333,26.16651,-80.07631,1489311,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,16.1543994830592,17.0687994537984,15,"CLI SPE.","Cliona spp",4,0,0
"SEFCRI",3225,1,2022,6,8,"SPGR","OFFR1",1,NA,0.385333333333333,26.16651,-80.07631,1489311,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,16.1543994830592,17.0687994537984,15,"DIC SPE.","Dictyota spp",12,0,0
"SEFCRI",3225,1,2022,6,8,"SPGR","OFFR1",1,NA,0.385333333333333,26.16651,-80.07631,1489311,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,16.1543994830592,17.0687994537984,15,"GOR ENCR","Encrusting gorgonian",3,0,0
"SEFCRI",3225,1,2022,6,8,"SPGR","OFFR1",1,NA,0.385333333333333,26.16651,-80.07631,1489311,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,16.1543994830592,17.0687994537984,15,"GOR GORG","Gorgonians",3,0,0
"SEFCRI",3225,1,2022,6,8,"SPGR","OFFR1",1,NA,0.385333333333333,26.16651,-80.07631,1489311,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,16.1543994830592,17.0687994537984,15,"HAL SPE.","Halimeda spp",10,0,0
"SEFCRI",3225,1,2022,6,8,"SPGR","OFFR1",1,NA,0.385333333333333,26.16651,-80.07631,1489311,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,16.1543994830592,17.0687994537984,15,"MAC CALC","MacroOtherCalcareous",2,0,0
"SEFCRI",3225,1,2022,6,8,"SPGR","OFFR1",1,NA,0.385333333333333,26.16651,-80.07631,1489311,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,16.1543994830592,17.0687994537984,15,"OTH SPE.","Other species",1,0,0
"SEFCRI",3225,1,2022,6,8,"SPGR","OFFR1",1,NA,0.385333333333333,26.16651,-80.07631,1489311,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,16.1543994830592,17.0687994537984,15,"SPO OTHE","Porifera spp",6,0,0
"SEFCRI",3225,1,2022,6,8,"SPGR","OFFR1",1,NA,0.385333333333333,26.16651,-80.07631,1489311,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,16.1543994830592,17.0687994537984,15,"TUR SEDI","Turf Algae with Sediment",58,1,0
"SEFCRI",3108,1,2022,6,9,"LIRM","MIDR1",1,NA,0.427333333333333,26.05062,-80.09249,1657872,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,18.8975993952768,19.5071993757696,15,"BAR SUB.","Bare Substrate",0,24,0
"SEFCRI",3108,1,2022,6,9,"LIRM","MIDR1",1,NA,0.427333333333333,26.05062,-80.09249,1657872,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,18.8975993952768,19.5071993757696,15,"DIC SPE.","Dictyota spp",16,1,0
"SEFCRI",3108,1,2022,6,9,"LIRM","MIDR1",1,NA,0.427333333333333,26.05062,-80.09249,1657872,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,18.8975993952768,19.5071993757696,15,"GOR ENCR","Encrusting gorgonian",4,0,0
"SEFCRI",3108,1,2022,6,9,"LIRM","MIDR1",1,NA,0.427333333333333,26.05062,-80.09249,1657872,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,18.8975993952768,19.5071993757696,15,"GOR GORG","Gorgonians",1,0,0
"SEFCRI",3108,1,2022,6,9,"LIRM","MIDR1",1,NA,0.427333333333333,26.05062,-80.09249,1657872,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,18.8975993952768,19.5071993757696,15,"HAL SPE.","Halimeda spp",10,0,0
"SEFCRI",3108,1,2022,6,9,"LIRM","MIDR1",1,NA,0.427333333333333,26.05062,-80.09249,1657872,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,18.8975993952768,19.5071993757696,15,"MAC CALC","MacroOtherCalcareous",1,0,0
"SEFCRI",3108,1,2022,6,9,"LIRM","MIDR1",1,NA,0.427333333333333,26.05062,-80.09249,1657872,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,18.8975993952768,19.5071993757696,15,"SPO OTHE","Porifera spp",8,0,0
"SEFCRI",3108,1,2022,6,9,"LIRM","MIDR1",1,NA,0.427333333333333,26.05062,-80.09249,1657872,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,18.8975993952768,19.5071993757696,15,"TUR SEDI","Turf Algae with Sediment",26,9,0
"SEFCRI",3111,1,2022,6,9,"LIRM","MIDR1",1,NA,0.364666666666667,26.03776,-80.09416,1676893,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,14.9351995220736,15,"BAR SUB.","Bare Substrate",1,9,0
"SEFCRI",3111,1,2022,6,9,"LIRM","MIDR1",1,NA,0.364666666666667,26.03776,-80.09416,1676893,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,14.9351995220736,15,"CYA SPE.","Cyanophyta spp",5,0,0
"SEFCRI",3111,1,2022,6,9,"LIRM","MIDR1",1,NA,0.364666666666667,26.03776,-80.09416,1676893,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,14.9351995220736,15,"DIC SPE.","Dictyota spp",10,0,0
"SEFCRI",3111,1,2022,6,9,"LIRM","MIDR1",1,NA,0.364666666666667,26.03776,-80.09416,1676893,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,14.9351995220736,15,"GOR ENCR","Encrusting gorgonian",14,0,0
"SEFCRI",3111,1,2022,6,9,"LIRM","MIDR1",1,NA,0.364666666666667,26.03776,-80.09416,1676893,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,14.9351995220736,15,"GOR GORG","Gorgonians",5,0,0
"SEFCRI",3111,1,2022,6,9,"LIRM","MIDR1",1,NA,0.364666666666667,26.03776,-80.09416,1676893,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,14.9351995220736,15,"HAL SPE.","Halimeda spp",6,0,0
"SEFCRI",3111,1,2022,6,9,"LIRM","MIDR1",1,NA,0.364666666666667,26.03776,-80.09416,1676893,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,14.9351995220736,15,"MAC CALC","MacroOtherCalcareous",5,0,0
"SEFCRI",3111,1,2022,6,9,"LIRM","MIDR1",1,NA,0.364666666666667,26.03776,-80.09416,1676893,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,14.9351995220736,15,"SPO OTHE","Porifera spp",8,0,0
"SEFCRI",3111,1,2022,6,9,"LIRM","MIDR1",1,NA,0.364666666666667,26.03776,-80.09416,1676893,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,14.6303995318272,14.9351995220736,15,"TUR SEDI","Turf Algae with Sediment",37,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"BAR SUB.","Bare Substrate",3,6,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"DIC SPE.","Dictyota spp",18,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"GOR ENCR","Encrusting gorgonian",8,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"GOR GORG","Gorgonians",3,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"HAL SPE.","Halimeda spp",5,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"MAC CALC","MacroOtherCalcareous",4,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"MON CAVE","Montastraea cavernosa",1,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"PAL SPE.","Palythoa spp",13,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"PEY SPE.","Peysonnellia",1,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"POR SPE.","Porites spp",1,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"SID SIDE","Siderastrea siderea",1,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"SPO OTHE","Porifera spp",4,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"STE INTE","Stephanocoenia intersepta",1,0,0
"SEFCRI",3063,1,2022,6,9,"LIRI","INNR1",1,NA,0.254,26.02731,-80.09976,1691970,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,6.40079979517441,6.70559978542081,15,"TUR SEDI","Turf Algae with Sediment",31,0,0
"SEFCRI",3223,1,2022,6,10,"LIRO","OFFR1",1,NA,0.303333333333333,26.19163,-80.07142,1453240,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.811999366016,19.811999366016,15,"BAR SUB.","Bare Substrate",0,3,0
"SEFCRI",3223,1,2022,6,10,"LIRO","OFFR1",1,NA,0.303333333333333,26.19163,-80.07142,1453240,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.811999366016,19.811999366016,15,"DIC SPE.","Dictyota spp",27,0,0
"SEFCRI",3223,1,2022,6,10,"LIRO","OFFR1",1,NA,0.303333333333333,26.19163,-80.07142,1453240,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.811999366016,19.811999366016,15,"GOR GORG","Gorgonians",13,0,0
"SEFCRI",3223,1,2022,6,10,"LIRO","OFFR1",1,NA,0.303333333333333,26.19163,-80.07142,1453240,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.811999366016,19.811999366016,15,"HAL SPE.","Halimeda spp",10,0,0
"SEFCRI",3223,1,2022,6,10,"LIRO","OFFR1",1,NA,0.303333333333333,26.19163,-80.07142,1453240,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.811999366016,19.811999366016,15,"MAC FLES","MacroOtherFleshy",1,0,0
"SEFCRI",3223,1,2022,6,10,"LIRO","OFFR1",1,NA,0.303333333333333,26.19163,-80.07142,1453240,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.811999366016,19.811999366016,15,"SID SIDE","Siderastrea siderea",2,0,0
"SEFCRI",3223,1,2022,6,10,"LIRO","OFFR1",1,NA,0.303333333333333,26.19163,-80.07142,1453240,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.811999366016,19.811999366016,15,"SPO OTHE","Porifera spp",15,0,0
"SEFCRI",3223,1,2022,6,10,"LIRO","OFFR1",1,NA,0.303333333333333,26.19163,-80.07142,1453240,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,19.811999366016,19.811999366016,15,"TUR SEDI","Turf Algae with Sediment",29,0,0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",1,NA,0.126666666666667,26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"BAR SUB.","Bare Substrate",0,2,0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",1,NA,0.126666666666667,26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"DIC SPE.","Dictyota spp",4,0,0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",1,NA,0.126666666666667,26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"GOR GORG","Gorgonians",2,0,0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",1,NA,0.126666666666667,26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"HAL SPE.","Halimeda spp",33,0,0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",1,NA,0.126666666666667,26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"MAC FLES","MacroOtherFleshy",28,0,0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",1,NA,0.126666666666667,26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"SID SIDE","Siderastrea siderea",1,0,0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",1,NA,0.126666666666667,26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"SPO OTHE","Porifera spp",7,0,0
"SEFCRI",3088,1,2022,6,10,"LIRM","MIDR1",1,NA,0.126666666666667,26.218,-80.07718,1414524,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,13.1063995805952,13.1063995805952,15,"TUR SEDI","Turf Algae with Sediment",23,0,0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",0,NA,0.0133333333333333,26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"BAR SUB.","Bare Substrate",0,7,0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",0,NA,0.0133333333333333,26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"DIC SPE.","Dictyota spp",1,0,0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",0,NA,0.0133333333333333,26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"GOR GORG","Gorgonians",3,0,0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",0,NA,0.0133333333333333,26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"LOB SPE.","Lobophora spp",7,0,0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",0,NA,0.0133333333333333,26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"MAC FLES","MacroOtherFleshy",32,0,0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",0,NA,0.0133333333333333,26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"SID SIDE","Siderastrea siderea",1,0,0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",0,NA,0.0133333333333333,26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"SPO OTHE","Porifera spp",4,0,0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",0,NA,0.0133333333333333,26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"STE INTE","Stephanocoenia intersepta",1,0,0
"SEFCRI",3147,1,2022,6,10,"CPSH","NEAR0",0,NA,0.0133333333333333,26.19947,-80.08411,1442063,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,9.75359968788481,9.75359968788481,15,"TUR SEDI","Turf Algae with Sediment",44,0,0
"SEFCRI",3146,1,2022,6,10,"RGSH","NEAR0",0,NA,0,26.20287,-80.08798,1436807,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,5.48639982443521,5.48639982443521,15,"BAR SUB.","Bare Substrate",0,6,0
"SEFCRI",3146,1,2022,6,10,"RGSH","NEAR0",0,NA,0,26.20287,-80.08798,1436807,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,5.48639982443521,5.48639982443521,15,"DIC SPE.","Dictyota spp",9,0,0
"SEFCRI",3146,1,2022,6,10,"RGSH","NEAR0",0,NA,0,26.20287,-80.08798,1436807,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,5.48639982443521,5.48639982443521,15,"GOR GORG","Gorgonians",3,0,0
"SEFCRI",3146,1,2022,6,10,"RGSH","NEAR0",0,NA,0,26.20287,-80.08798,1436807,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,5.48639982443521,5.48639982443521,15,"LOB SPE.","Lobophora spp",2,0,0
"SEFCRI",3146,1,2022,6,10,"RGSH","NEAR0",0,NA,0,26.20287,-80.08798,1436807,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,5.48639982443521,5.48639982443521,15,"MAC FLES","MacroOtherFleshy",18,0,0
"SEFCRI",3146,1,2022,6,10,"RGSH","NEAR0",0,NA,0,26.20287,-80.08798,1436807,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,5.48639982443521,5.48639982443521,15,"SPO OTHE","Porifera spp",1,0,0
"SEFCRI",3146,1,2022,6,10,"RGSH","NEAR0",0,NA,0,26.20287,-80.08798,1436807,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,5.48639982443521,5.48639982443521,15,"TUR SEDI","Turf Algae with Sediment",61,0,0
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",1,NA,0.526666666666667,26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"DIC SPE.","Dictyota spp",13,0,0
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",1,NA,0.526666666666667,26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"GOR GORG","Gorgonians",10,0,0
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",1,NA,0.526666666666667,26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"HAL SPE.","Halimeda spp",25,0,0
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",1,NA,0.526666666666667,26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"LOB SPE.","Lobophora spp",1,0,0
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",1,NA,0.526666666666667,26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"MAC FLES","MacroOtherFleshy",8,0,0
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",1,NA,0.526666666666667,26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"SPO OTHE","Porifera spp",14,0,0
"SEFCRI",3203,1,2022,6,13,"SPGR","OFFR1",1,NA,0.526666666666667,26.35002,-80.05492,1223015,"Deerfield",14,NA,NA,NA,0,NA,0,NA,22.2503992879872,22.2503992879872,15,"TUR SEDI","Turf Algae with Sediment",29,0,0
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",1,NA,0.513333333333333,26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"BAR SUB.","Bare Substrate",0,18,0
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",1,NA,0.513333333333333,26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"DIC SPE.","Dictyota spp",28,0,0
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",1,NA,0.513333333333333,26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"GOR GORG","Gorgonians",9,0,0
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",1,NA,0.513333333333333,26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"HAL SPE.","Halimeda spp",8,0,0
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",1,NA,0.513333333333333,26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"LOB SPE.","Lobophora spp",4,0,0
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",1,NA,0.513333333333333,26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"MAC FLES","MacroOtherFleshy",1,0,0
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",1,NA,0.513333333333333,26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"SPO OTHE","Porifera spp",15,0,0
"SEFCRI",3277,1,2022,6,13,"APRD","PTDP1",1,NA,0.513333333333333,26.3531,-80.05419,1218424,"Deerfield",14,NA,NA,NA,0,NA,0,NA,24.9935992002048,24.9935992002048,15,"TUR SEDI","Turf Algae with Sediment",17,0,0
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",0,NA,0.09,26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"DIC SPE.","Dictyota spp",3,0,0
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",0,NA,0.09,26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"GOR GORG","Gorgonians",5,0,0
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",0,NA,0.09,26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"MAC FLES","MacroOtherFleshy",9,0,0
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",0,NA,0.09,26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"MON CAVE","Montastraea cavernosa",1,0,0
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",0,NA,0.09,26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"SPO OTHE","Porifera spp",9,0,0
"SEFCRI",3102,1,2022,6,13,"LIRM","MIDR0",0,NA,0.09,26.28607,-80.06953,1316138,"Deerfield",14,NA,NA,NA,0,NA,0,NA,11.5823996293632,11.5823996293632,15,"TUR SEDI","Turf Algae with Sediment",73,0,0
